Date_Posted,Year,Month,City,Country,Work_Type,Gender_Preference,Job_Title,Specialization,Job_Portal,Company,Company_Size,Company_Sector,Minimum_Experience (years),Maximum_Experience (years),Position_level,Qualifications,Minimum Salary,Maximum Salary,Avg_Salary
2022-11-09,2022,11,Hanoi,Vietnam,Temporary,Female,Architectural Designer,Architectural Drafter,Glassdoor,CMS Energy,500 or above,Energy,2,9,Senior,BCA,63000,99000,81000
2023-07-12,2023,7,Lisbon,Portugal,Contract,Male,Nurse Practitioner,Primary Care Nurse Practitioner,Stack Overflow Jobs,Hochschild Mining,500 or above,Mining and Metals,0,9,Senior,B.Tech,64000,107000,85500
2024-03-02,2024,3,City of Port Louis,Mauritius,Intern,Female,Brand Ambassador,Product Demonstrator,Glassdoor,Massachusetts Mutual Life Insurance,500 or above,Insurance,2,14,Senior,B.Tech,64000,118000,91000
2023-08-08,2023,8,Beijing,China,Temporary,Female,Paralegal,Corporate Paralegal,Stack Overflow Jobs,Vistra,500 or above,Energy,2,11,Senior,BA,56000,102000,79000
2023-08-05,2023,8,City of Port Louis,Mauritius,Contract,Male,Network Engineer,Network Administrator,ZipRecruiter,Ecolab,500 or above,Water & Hygiene,2,13,Senior,MBA,57000,127000,92000
2021-07-12,2021,7,Singapore,Singapore,Contract,Female,Marketing Manager,Product Marketing Manager,Stack Overflow Jobs,Williams-Sonoma,500 or above,Retail,5,15,Senior,M.Tech,61000,104000,82500
2024-06-04,2024,6,Lisbon,Portugal,Contract,Male,Family Lawyer,Mediator,SimplyHired,RWE AG,500 or above,Energy,3,13,Senior,M.Tech,59000,82000,70500
2024-05-12,2024,5,Hanoi,Vietnam,Part-Time,Male,Office Manager,Administrative Manager,CareerBuilder,Live Nation Entertainment,500 or above,Entertainment,1,14,Senior,PhD,55000,95000,75000
2024-09-06,2024,9,New Delhi,India,Full-Time,Male,Nurse Manager,Clinical Nurse Manager,USAJOBS,Huntington Bancshares,500 or above,Financial Services,4,10,Senior,B.Com,64000,98000,81000
2023-06-01,2023,6,City of Port Louis,Mauritius,Temporary,Female,Sales Manager,Regional Sales Director,Stack Overflow Jobs,ABM Industries,500 or above,Business Services,2,12,Senior,BBA,64000,108000,86000
2023-09-04,2023,9,Singapore,Singapore,Contract,Both,Office Manager,Office Coordinator,SimplyHired,Prudential plc,500 or above,Financial Services,2,8,Senior,MCA,57000,130000,93500
2025-05-07,2025,5,Lisbon,Portugal,Full-Time,Female,SEM Specialist,SEM Analyst,Monster,Regeneron Pharmaceuticals,500 or above,Pharmaceuticals,2,8,Senior,M.Tech,61000,110000,85500
2022-11-10,2022,11,Singapore,Singapore,Temporary,Both,Wedding Planner,Wedding Consultant,Dice,Lear,500 or above,Automotive,2,13,Senior,BBA,64000,99000,81500
2023-08-05,2023,8,Canberra,Australia,Part-Time,Male,Project Manager,IT Project Manager,Idealist,Derwent London,51-500,Real Estate,1,11,Senior,B.Com,65000,90000,77500
2023-06-01,2023,6,"Washington, D.C.",USA,Part-Time,Male,Litigation Attorney,Trial Attorney,Idealist,Centrica,500 or above,Utilities,5,11,Senior,B.Com,55000,129000,92000
2024-07-06,2024,7,Bangkok,Thailand,Contract,Female,Web Designer,E-commerce Web Designer,The Muse,Suncorp Group,500 or above,Insurance,4,10,Senior,BBA,62000,118000,90000
2024-05-04,2024,5,Tokyo,Japan,Part-Time,Both,Physical Therapist,Pediatric Physical Therapist,Internships.com,Qualcomm,500 or above,Technology,3,13,Senior,MCA,59000,92000,75500
2023-11-02,2023,11,Tokyo,Japan,Contract,Male,Investment Banker,Financial Analyst,FlexJobs,Woolworths Group,500 or above,Retail,1,13,Senior,M.Com,62000,122000,92000
2023-12-05,2023,12,Paris,France,Contract,Female,Electrical Engineer,Controls Engineer,LinkedIn,Nike,500 or above,Apparel and Footwear,0,9,Senior,PhD,65000,99000,82000
2024-01-01,2024,1,Madrid,Spain,Part-Time,Male,Digital Marketing Specialist,Email Marketing Specialist,Dice,"T-Mobile US, Inc.",500 or above,Telecommunications,1,9,Senior,B.Com,55000,127000,91000
2021-11-10,2021,11,Ottawa,Canada,Full-Time,Male,Electrical Engineer,Power Systems Engineer,SimplyHired,Fiat Chrysler Automobiles N.V.,500 or above,Automotive,3,11,Senior,B.Com,61000,118000,89500
2023-09-05,2023,9,Canberra,Australia,Temporary,Female,Brand Manager,Brand Strategist,Internships.com,Costco Wholesale,500 or above,Retail,1,9,Senior,MBA,65000,96000,80500
2021-02-11,2021,2,Bangkok,Thailand,Temporary,Both,Chemical Analyst,Analytical Chemist,USAJOBS,JD.com,500 or above,E-commerce,1,15,Senior,PhD,62000,98000,80000
2023-06-09,2023,6,London,UK,Intern,Male,Customer Support Specialist,Help Desk Analyst,Stack Overflow Jobs,Bajaj Holdings & Investment Limited,500 or above,Financial Services,5,14,Senior,MCA,58000,115000,86500
2024-02-07,2024,2,Bangkok,Thailand,Intern,Female,Marketing Specialist,Marketing Analytics Specialist,Internships.com,CRH (China Resources Holdings),500 or above,Conglomerate,2,14,Senior,PhD,65000,81000,73000
2023-11-03,2023,11,Ottawa,Canada,Full-Time,Female,Legal Advisor,Corporate Counsel,Snagajob,Dow,500 or above,Chemicals,5,12,Senior,B.Com,65000,126000,95500
2023-06-09,2023,6,London,UK,Part-Time,Female,Procurement Manager,Supplier Diversity Manager,The Muse,Farmers Insurance Exchange,500 or above,Insurance,0,9,Senior,M.Com,60000,94000,77000
2023-10-10,2023,10,Beijing,China,Temporary,Female,Event Coordinator,Wedding Coordinator,The Muse,Tyson Foods,500 or above,Food and Beverage,5,12,Senior,MCA,56000,98000,77000
2025-03-03,2025,3,Brussels,Belgium,Contract,Female,Customer Support Specialist,Customer Success Manager,Snagajob,Hess,500 or above,Energy,3,14,Senior,M.Com,63000,114000,88500
2024-02-04,2024,2,Brussels,Belgium,Part-Time,Female,Legal Assistant,Paralegal,Monster,Sinopec,500 or above,Oil and Gas,3,10,Senior,BBA,64000,83000,73500
2024-04-08,2024,4,Ottawa,Canada,Contract,Male,Procurement Manager,Procurement Analyst,Indeed,Marsh & McLennan,500 or above,Insurance,1,11,Senior,B.Com,65000,126000,95500
2023-10-05,2023,10,New Delhi,India,Intern,Both,Customer Success Manager,Onboarding Specialist,The Muse,Farmers Insurance Exchange,500 or above,Insurance,4,15,Senior,PhD,61000,124000,92500
2021-09-12,2021,9,Brussels,Belgium,Contract,Both,Veterinarian,Small Animal Veterinarian,SimplyHired,IBM (International Business Machines Corporation),500 or above,Technology/IT Services,1,11,Senior,BBA,58000,129000,93500
2022-08-06,2022,8,Singapore,Singapore,Intern,Male,Executive Assistant,Personal Assistant,Indeed,Daimler AG (now known as Mercedes-Benz AG),500 or above,Automotive,5,8,Senior,M.Tech,65000,92000,78500
2023-11-12,2023,11,New Delhi,India,Part-Time,Female,Research Scientist,Senior Researcher,Idealist,Fuchs Petrolub SE,500 or above,Lubricants,1,11,Senior,B.Tech,64000,85000,74500
2022-05-02,2022,5,London,UK,Temporary,Male,Human Resources Manager,HR Generalist,Jobs2Careers,Textron,500 or above,Aerospace & Defense,0,13,Senior,M.Tech,57000,92000,74500
2021-10-12,2021,10,"Washington, D.C.",USA,Part-Time,Female,Registered Nurse,Staff Nurse,SimplyHired,NMDC Limited,500 or above,Mining,4,9,Senior,BBA,64000,81000,72500
2021-06-11,2021,6,Hanoi,Vietnam,Full-Time,Female,Financial Analyst,Investment Analyst,USAJOBS,Commerzbank AG,500 or above,Financial Services,5,11,Senior,M.Tech,62000,118000,90000
2023-02-06,2023,2,Tokyo,Japan,Contract,Both,IT Manager,Infrastructure Manager,LinkedIn,Iluka Resources,500 or above,Mining and Metals,2,12,Senior,B.Tech,60000,116000,88000
2024-01-06,2024,1,Berlin,Germany,Intern,Both,Marketing Director,Digital Marketing Director,Internships.com,SSE plc,500 or above,Utilities,3,10,Senior,B.Tech,57000,125000,91000
2024-05-05,2024,5,Ottawa,Canada,Intern,Female,Investment Analyst,Risk Analyst,Monster,Amphenol,500 or above,Electronics,2,9,Senior,BBA,65000,115000,90000
2023-03-03,2023,3,Paris,France,Temporary,Female,IT Manager,IT Director,LinkedIn,Altice USA,500 or above,Telecom & Cable,0,12,Senior,PhD,62000,94000,78000
2023-10-01,2023,10,Ottawa,Canada,Temporary,Female,Legal Counsel,Intellectual Property Lawyer,Indeed,Cognizant Technology Solutions,500 or above,IT Consulting,2,13,Senior,MBA,55000,85000,70000
2023-12-08,2023,12,City of Port Louis,Mauritius,Contract,Both,Brand Ambassador,Product Demonstrator,Stack Overflow Jobs,Coupang,500 or above,E-commerce,0,8,Senior,MBA,64000,119000,91500
2023-04-01,2023,4,"Washington, D.C.",USA,Contract,Male,Digital Marketing Specialist,SEO Specialist,Stack Overflow Jobs,Daimler AG (now known as Mercedes-Benz AG),500 or above,Automotive,0,14,Senior,B.Tech,55000,81000,68000
2022-02-01,2022,2,Brussels,Belgium,Temporary,Both,Project Coordinator,Administrative Coordinator,Monster,Hormel Foods,500 or above,Food,4,8,Senior,MBA,56000,125000,90500
2023-06-11,2023,6,Brussels,Belgium,Contract,Both,Account Executive,Advertising Account Executive,Snagajob,Deutsche Pfandbriefbank AG,500 or above,Banking,0,14,Senior,BA,62000,92000,77000
2024-01-04,2024,1,City of Port Louis,Mauritius,Intern,Female,Network Administrator,Systems Administrator,Snagajob,Shree Cement,500 or above,Cement & Aggregates,0,9,Senior,M.Tech,58000,111000,84500
2022-03-05,2022,3,New Delhi,India,Temporary,Both,Substance Abuse Counselor,Family Counselor,SimplyHired,Commonwealth Bank of Australia,500 or above,Banking,3,13,Senior,MBA,57000,104000,80500
2021-12-12,2021,12,Beijing,China,Intern,Female,Physical Therapist,Pediatric Physical Therapist,The Muse,Infosys,500 or above,Information Technology,1,15,Senior,MCA,62000,102000,82000
2024-04-09,2024,4,City of Port Louis,Mauritius,Full-Time,Female,Data Entry Clerk,Administrative Assistant,Monster,Hilton Worldwide Holdings,500 or above,Hospitality,0,15,Senior,M.Com,65000,105000,85000
2024-02-11,2024,2,City of Port Louis,Mauritius,Temporary,Male,UX/UI Designer,User Interface Designer,USAJOBS,U.S. Bancorp,500 or above,Financial Services,2,13,Senior,MBA,63000,125000,94000
2023-08-03,2023,8,Bangkok,Thailand,Full-Time,Female,Substance Abuse Counselor,Family Counselor,Monster,Northern Trust,500 or above,Financial Services,2,10,Senior,MCA,58000,97000,77500
2022-07-09,2022,7,Canberra,Australia,Full-Time,Both,Physician Assistant,Emergency Medicine Physician Assistant,Dice,Mastercard,500 or above,Financial Services,5,10,Senior,MCA,65000,104000,84500
2025-01-02,2025,1,Beijing,China,Intern,Female,Mechanical Engineer,HVAC Engineer,USAJOBS,Newcrest Mining,500 or above,Mining and Metals,3,14,Senior,M.Com,60000,98000,79000
2024-04-07,2024,4,Tokyo,Japan,Part-Time,Female,Network Engineer,Network Administrator,Indeed,Prudential Financial,500 or above,Financial Services,0,12,Senior,PhD,59000,124000,91500
2024-06-05,2024,6,Tokyo,Japan,Part-Time,Male,Sales Manager,Sales Team Leader,Dice,Dollar General,500 or above,Retail,3,8,Senior,M.Com,56000,115000,85500
2024-04-02,2024,4,Ottawa,Canada,Part-Time,Female,Research Analyst,Market Research Analyst,Monster,Corning,500 or above,Technology,2,12,Senior,MCA,60000,101000,80500
2022-07-08,2022,7,Bangkok,Thailand,Contract,Male,Purchasing Agent,Supply Chain Coordinator,Snagajob,New York Life Insurance,500 or above,Insurance,3,13,Senior,M.Com,64000,104000,84000
2023-02-05,2023,2,Paris,France,Full-Time,Male,Procurement Specialist,Procurement Manager,CareerBuilder,Booking Holdings,500 or above,Travel and Booking,2,15,Senior,MCA,55000,82000,68500
2022-07-11,2022,7,Brussels,Belgium,Intern,Male,Occupational Therapist,Pediatric Occupational Therapist,The Muse,ODP,500 or above,Retail,0,11,Senior,BCA,60000,102000,81000
2024-02-12,2024,2,Tokyo,Japan,Part-Time,Male,Teacher,Classroom Teacher,CareerBuilder,Alcoa,500 or above,Metals,5,9,Senior,PhD,59000,111000,85000
2022-03-02,2022,3,Singapore,Singapore,Intern,Both,Network Technician,Network Security Specialist,LinkedIn,Walgreens Boots Alliance,500 or above,Retail,4,14,Senior,MBA,56000,108000,82000
2021-06-12,2021,6,Lisbon,Portugal,Contract,Female,Interior Designer,Residential Interior Designer,Jobs2Careers,Hindalco Industries,500 or above,Aluminum,4,14,Senior,MCA,64000,126000,95000
2022-01-12,2022,1,Lisbon,Portugal,Full-Time,Both,Brand Ambassador,Product Demonstrator,Internships.com,Lowe's,500 or above,Retail,2,15,Senior,BBA,55000,104000,79500
2022-01-07,2022,1,Brussels,Belgium,Full-Time,Male,Teacher,Subject Matter Expert,Snagajob,Murphy USA,500 or above,Retail,5,9,Senior,B.Com,63000,122000,92500
2022-07-12,2022,7,City of Port Louis,Mauritius,Part-Time,Both,Database Developer,SQL Database Developer,The Muse,Informa,500 or above,Publishing and Events,3,10,Senior,MBA,65000,114000,89500
2024-12-08,2024,12,Tokyo,Japan,Contract,Both,Operations Manager,Operations Director,The Muse,NVR,500 or above,Home Construction,4,14,Senior,MBA,55000,82000,68500
2023-09-07,2023,9,Ottawa,Canada,Full-Time,Both,Web Developer,Backend Web Developer,FlexJobs,Lumen Technologies,500 or above,Telecommunications,5,15,Senior,M.Com,56000,105000,80500
2024-02-09,2024,2,Lisbon,Portugal,Intern,Both,Software Tester,Quality Assurance Analyst,FlexJobs,Bharat Electronics Limited,500 or above,Electronics,4,15,Senior,BBA,58000,110000,84000
2023-04-04,2023,4,Ottawa,Canada,Temporary,Male,UI Developer,Front-End Developer,Stack Overflow Jobs,"McCormick & Company, Incorporated",500 or above,Food and Beverage/Spices,5,11,Senior,B.Com,59000,126000,92500
2022-04-09,2022,4,Beijing,China,Temporary,Female,Software Tester,Quality Assurance Analyst,ZipRecruiter,Anheuser-Busch InBev SA/NV,500 or above,Beverage/Alcohol,3,8,Senior,B.Tech,55000,116000,85500
2022-09-06,2022,9,Singapore,Singapore,Intern,Both,UI Developer,Front-End Developer,FlexJobs,Community Health Systems,500 or above,Healthcare,2,8,Senior,PhD,64000,110000,87000
2023-09-01,2023,9,Beijing,China,Temporary,Both,Research Scientist,Research Analyst,Idealist,General Electric,500 or above,Conglomerate,0,13,Senior,BCA,56000,128000,92000
2025-04-01,2025,4,Singapore,Singapore,Full-Time,Both,Public Relations Specialist,Brand PR Specialist,USAJOBS,KKR,500 or above,Financials,4,12,Senior,PhD,60000,127000,93500
2023-07-12,2023,7,Ottawa,Canada,Part-Time,Both,Aerospace Engineer,Avionics Engineer,ZipRecruiter,Caterpillar,500 or above,Industrial,2,9,Senior,BCA,65000,106000,85500
2022-02-08,2022,2,Tokyo,Japan,Part-Time,Female,Procurement Manager,Strategic Sourcing Manager,FlexJobs,Old Republic International,500 or above,Insurance,4,13,Senior,B.Com,57000,105000,81000
2023-02-04,2023,2,Madrid,Spain,Contract,Female,Event Planner,Wedding Planner,Monster,China Life Insurance,500 or above,Insurance,5,9,Senior,M.Com,62000,113000,87500
2024-05-05,2024,5,Ottawa,Canada,Full-Time,Male,Supply Chain Manager,Demand Planner,Stack Overflow Jobs,MasTec,500 or above,Infrastructure,1,13,Senior,MBA,64000,81000,72500
2022-03-11,2022,3,Bangkok,Thailand,Full-Time,Male,Network Analyst,Network Performance Analyst,Internships.com,Drax Group,500 or above,Energy,2,9,Senior,M.Tech,59000,80000,69500
2023-09-08,2023,9,Bangkok,Thailand,Part-Time,Female,Procurement Coordinator,Purchasing Coordinator,Snagajob,Walgreens Boots Alliance,500 or above,Retail,3,9,Senior,MBA,63000,123000,93000
2022-05-09,2022,5,Brussels,Belgium,Part-Time,Female,Occupational Therapist,Mental Health Occupational Therapist,Glassdoor,Skechers U.S.A.,500 or above,Consumer Discretionary,4,13,Senior,BA,65000,80000,72500
2022-08-01,2022,8,Madrid,Spain,Intern,Male,Executive Assistant,Office Manager,The Muse,Lloyds Banking Group,500 or above,Financial Services,3,12,Senior,MCA,64000,122000,93000
2023-01-01,2023,1,Bangkok,Thailand,Contract,Female,Sales Consultant,B2B Sales Consultant,Stack Overflow Jobs,Amphenol,500 or above,Electronics,1,12,Senior,BCA,60000,85000,72500
2024-12-07,2024,12,Bangkok,Thailand,Full-Time,Female,Litigation Attorney,Family Law Attorney,FlexJobs,Fifth Third Bancorp,500 or above,Banking,2,12,Senior,B.Tech,64000,128000,96000
2022-01-05,2022,1,Paris,France,Contract,Both,Electrical Engineer,Electronics Hardware Engineer,SimplyHired,ODP,500 or above,Retail,0,10,Senior,MBA,60000,93000,76500
2022-07-10,2022,7,City of Port Louis,Mauritius,Intern,Female,Legal Advisor,In-House Counsel,The Muse,Bristol-Myers Squibb,500 or above,Healthcare,0,15,Senior,M.Com,57000,110000,83500
2023-12-10,2023,12,Tokyo,Japan,Intern,Both,Supply Chain Analyst,Logistics Analyst,Stack Overflow Jobs,Glencore,500 or above,Mining and Metals,2,13,Senior,M.Tech,57000,108000,82500
2023-02-10,2023,2,London,UK,Part-Time,Female,Legal Secretary,Court Clerk,FlexJobs,Gap,500 or above,Retail,3,13,Senior,B.Tech,58000,95000,76500
2024-06-12,2024,6,"Washington, D.C.",USA,Temporary,Male,Tax Consultant,Business Tax Consultant,Idealist,American Electric Power,500 or above,Utilities,2,11,Senior,BCA,65000,125000,95000
2022-06-06,2022,6,Canberra,Australia,Part-Time,Both,Product Manager,Technical Product Manager,USAJOBS,Tata Communications,500 or above,Telecommunications,4,14,Senior,BCA,65000,104000,84500
2025-06-05,2025,6,City of Port Louis,Mauritius,Intern,Male,Customer Service Manager,Customer Experience Strategist,Stack Overflow Jobs,Adelaide Brighton,500 or above,Construction/Building Materials,5,13,Senior,PhD,65000,82000,73500
2024-03-04,2024,3,Paris,France,Contract,Male,Accountant,Forensic Accountant,CareerBuilder,Bayerische Motoren Werke AG (BMW),500 or above,Automotive,1,8,Senior,PhD,55000,114000,84500
2022-05-01,2022,5,Bangkok,Thailand,Intern,Female,Event Manager,Conference Manager,Snagajob,Industrial and Commercial Bank of China (ICBC),500 or above,Banking,5,10,Senior,B.Com,60000,116000,88000
2024-10-01,2024,10,Paris,France,Temporary,Male,Investment Analyst,Portfolio Manager,Indeed,BMW Group,500 or above,Automotive,1,8,Senior,B.Com,61000,86000,73500
2023-06-12,2023,6,Tokyo,Japan,Contract,Male,Chemical Engineer,Process Engineer,USAJOBS,WEC Energy Group,500 or above,Utilities,5,9,Senior,M.Tech,59000,93000,76000
2025-03-03,2025,3,Berlin,Germany,Temporary,Male,Systems Administrator,Database Administrator,ZipRecruiter,Murphy USA,500 or above,Retail,1,14,Senior,BA,61000,82000,71500
2021-10-12,2021,10,Ottawa,Canada,Contract,Both,Marketing Manager,Product Marketing Manager,FlexJobs,PepsiCo,500 or above,Food and Beverage,4,15,Senior,M.Tech,55000,126000,90500
2023-12-07,2023,12,Berlin,Germany,Temporary,Male,Tax Consultant,International Tax Consultant,The Muse,Bristol-Myers Squibb,500 or above,Healthcare,5,12,Senior,B.Tech,57000,124000,90500
2024-04-04,2024,4,Lisbon,Portugal,Contract,Both,Brand Ambassador,Product Demonstrator,Idealist,Charter Communications,500 or above,Telecommunications,1,11,Senior,B.Com,60000,118000,89000
2022-06-12,2022,6,Tokyo,Japan,Intern,Male,Tax Consultant,International Tax Consultant,ZipRecruiter,BorgWarner,500 or above,Automotive Parts,0,12,Senior,B.Tech,59000,84000,71500
2022-01-10,2022,1,City of Port Louis,Mauritius,Intern,Both,Marketing Analyst,Data Analyst,Stack Overflow Jobs,Xcel Energy,500 or above,Utilities,1,11,Senior,MBA,57000,103000,80000
2023-01-03,2023,1,Berlin,Germany,Full-Time,Both,Systems Administrator,IT Support Specialist,Monster,Target,500 or above,Retail,4,14,Senior,M.Com,60000,119000,89500
2022-03-09,2022,3,Hanoi,Vietnam,Temporary,Both,Electrical Engineer,Electronics Hardware Engineer,Dice,Barclays,500 or above,Financial Services,3,8,Senior,MBA,58000,100000,79000
2023-10-07,2023,10,Brussels,Belgium,Part-Time,Both,HR Coordinator,Benefits Coordinator,USAJOBS,Huntington Bancshares,500 or above,Financial Services,0,8,Senior,PhD,57000,107000,82000
2022-12-03,2022,12,Ottawa,Canada,Intern,Both,Data Analyst,Business Intelligence Analyst,SimplyHired,J.M. Smucker,500 or above,Food & Beverage,3,15,Senior,M.Tech,56000,112000,84000
2022-08-07,2022,8,Madrid,Spain,Full-Time,Female,UX/UI Designer,User Interface Designer,USAJOBS,J.B. Hunt Transport Services,500 or above,Transportation,0,10,Senior,PhD,60000,95000,77500
2025-03-01,2025,3,Beijing,China,Contract,Male,Systems Administrator,Database Administrator,Stack Overflow Jobs,Go-Ahead Group,500 or above,Transportation,2,11,Senior,PhD,61000,80000,70500
2024-03-11,2024,3,Canberra,Australia,Full-Time,Female,Finance Manager,Financial Planning Manager,Idealist,Abbott Laboratories,500 or above,Healthcare,3,13,Senior,PhD,57000,124000,90500
2023-05-03,2023,5,Bangkok,Thailand,Intern,Both,Event Planner,Corporate Event Planner,Jobs2Careers,CenterPoint Energy,500 or above,Utilities,3,8,Senior,B.Tech,64000,96000,80000
2023-01-06,2023,1,Ottawa,Canada,Intern,Both,Financial Analyst,Financial Planner,Jobs2Careers,Western Digital,500 or above,Technology,4,14,Senior,M.Com,61000,119000,90000
2024-03-08,2024,3,Hanoi,Vietnam,Intern,Male,Social Worker,Child Welfare Worker,Internships.com,Equitable Holdings,500 or above,Insurance,4,10,Senior,MCA,56000,90000,73000
2023-05-08,2023,5,Brussels,Belgium,Contract,Male,Paralegal,Real Estate Paralegal,Stack Overflow Jobs,General Motors,500 or above,Automotive,2,11,Senior,MCA,57000,95000,76000
2023-09-05,2023,9,New Delhi,India,Contract,Male,UX Researcher,UX Strategist,Jobs2Careers,Truist Financial,500 or above,Financial Services,2,8,Senior,BBA,65000,86000,75500
2023-06-12,2023,6,Canberra,Australia,Contract,Both,Paralegal,Corporate Paralegal,Indeed,Go-Ahead Group,500 or above,Transportation,2,14,Senior,MCA,57000,99000,78000
2025-02-08,2025,2,Ottawa,Canada,Contract,Male,Software Architect,Cloud Architect,Snagajob,Berger Paints India Limited,500 or above,Paints & Coatings,2,14,Senior,MCA,57000,123000,90000
2024-05-06,2024,5,Singapore,Singapore,Intern,Male,Digital Marketing Specialist,SEO Specialist,Snagajob,Parker-Hannifin,500 or above,Motion & Control,4,15,Senior,B.Tech,59000,103000,81000
2022-06-09,2022,6,"Washington, D.C.",USA,Part-Time,Male,IT Manager,IT Director,Internships.com,Prudential Financial,500 or above,Financial Services,5,12,Senior,M.Tech,63000,81000,72000
2023-05-12,2023,5,Berlin,Germany,Temporary,Female,Network Administrator,Network Engineer,Idealist,PG&E,500 or above,Utilities,2,8,Senior,M.Tech,64000,119000,91500
2023-08-03,2023,8,London,UK,Part-Time,Both,Architect,Sustainable Design Specialist,CareerBuilder,China Life Insurance,500 or above,Insurance,4,10,Senior,BA,55000,93000,74000
2023-07-08,2023,7,Paris,France,Intern,Both,Business Development Manager,Market Expansion Manager,The Muse,United Natural Foods,500 or above,Food and Beverage,1,14,Senior,MCA,64000,88000,76000
2022-03-11,2022,3,Beijing,China,Intern,Female,Systems Analyst,IT Analyst,Monster,Alibaba Health Information Technology,500 or above,Healthcare Technology,4,12,Senior,MCA,59000,101000,80000
2023-04-10,2023,4,Bangkok,Thailand,Temporary,Female,Social Media Manager,Social Media Analyst,Internships.com,"Fidelity Investments, Inc.",500 or above,Financial Services/Investment Management,4,8,Senior,M.Tech,64000,123000,93500
2022-04-09,2022,4,London,UK,Full-Time,Male,Nurse Practitioner,Acute Care Nurse Practitioner,ZipRecruiter,Bosch Limited,500 or above,Industrial Conglomerates,5,10,Senior,BA,61000,124000,92500
2022-06-06,2022,6,Madrid,Spain,Contract,Both,Database Administrator,Database Analyst,Snagajob,BYD Company,500 or above,Automotive,3,8,Senior,B.Com,64000,80000,72000
2022-01-12,2022,1,Ottawa,Canada,Part-Time,Male,Legal Assistant,Paralegal,The Muse,Rite Aid,500 or above,Retail,1,10,Senior,M.Tech,65000,81000,73000
2022-10-02,2022,10,Brussels,Belgium,Intern,Female,Procurement Specialist,Procurement Manager,SimplyHired,Wayfair,500 or above,Retail,4,8,Senior,MCA,55000,120000,87500
2022-02-05,2022,2,Lisbon,Portugal,Full-Time,Both,Executive Assistant,Project Coordinator,The Muse,Union Pacific,500 or above,Transportation,1,10,Senior,M.Tech,57000,108000,82500
2022-12-10,2022,12,City of Port Louis,Mauritius,Part-Time,Both,Customer Service Manager,Customer Experience Strategist,SimplyHired,Rentokil Initial,500 or above,Business Services,2,12,Senior,B.Com,61000,85000,73000
2022-12-11,2022,12,"Washington, D.C.",USA,Temporary,Female,Investment Analyst,Risk Analyst,Jobs2Careers,Zoetis,500 or above,Healthcare,5,14,Senior,BCA,64000,99000,81500
2024-04-06,2024,4,Canberra,Australia,Full-Time,Female,Web Developer,Backend Web Developer,Stack Overflow Jobs,Tesla,500 or above,Automotive,0,8,Senior,MCA,61000,126000,93500
2024-09-08,2024,9,New Delhi,India,Full-Time,Male,Human Resources Manager,Employee Relations Specialist,Stack Overflow Jobs,Omnicom Group,500 or above,Advertising & Marketing,2,8,Senior,PhD,60000,117000,88500
2025-02-08,2025,2,Madrid,Spain,Full-Time,Both,Sales Consultant,Sales Trainer,Indeed,Boise Cascade,500 or above,Manufacturing,4,9,Senior,M.Com,56000,125000,90500
2024-04-07,2024,4,Madrid,Spain,Part-Time,Female,Data Engineer,ETL Developer,Indeed,Adobe,500 or above,Technology,4,10,Senior,B.Com,56000,112000,84000
2025-06-01,2025,6,New Delhi,India,Intern,Both,HR Manager,HR Compliance Specialist,SimplyHired,HP,500 or above,Technology,3,12,Senior,PhD,60000,124000,92000
2023-08-02,2023,8,Canberra,Australia,Contract,Male,Art Teacher,Fine Arts Instructor,FlexJobs,Delta Air Lines,500 or above,Airlines,1,9,Senior,BA,62000,87000,74500
2024-01-05,2024,1,Beijing,China,Part-Time,Both,Administrative Assistant,Executive Assistant,Monster,D.R. Horton,500 or above,Real Estate,0,11,Senior,B.Tech,55000,89000,72000
2025-03-01,2025,3,Tokyo,Japan,Intern,Female,UX/UI Designer,Interaction Designer,Stack Overflow Jobs,"The Vanguard Group, Inc.",500 or above,Financial Services/Investment Management,2,13,Senior,M.Tech,63000,108000,85500
2025-01-01,2025,1,Singapore,Singapore,Full-Time,Both,Finance Manager,Financial Planning Manager,Snagajob,Marks & Spencer,500 or above,Retail,3,14,Senior,B.Com,57000,83000,70000
2021-03-12,2021,3,Berlin,Germany,Part-Time,Both,Sales Representative,Inside Sales Representative,Jobs2Careers,General Mills,500 or above,Food,2,12,Senior,M.Com,64000,109000,86500
2022-10-09,2022,10,Madrid,Spain,Temporary,Male,Investment Banker,Mergers and Acquisitions Advisor,Indeed,Taylor Morrison Home,500 or above,Real Estate,4,14,Senior,MCA,65000,121000,93000
2024-02-07,2024,2,Berlin,Germany,Part-Time,Both,Event Planner,Event Coordinator,Jobs2Careers,Experian,500 or above,Data and Analytics,3,9,Senior,BA,55000,126000,90500
2024-02-05,2024,2,Singapore,Singapore,Intern,Both,Technical Writer,Instructional Designer,USAJOBS,US Foods Holding,500 or above,Food and Beverage,3,9,Senior,M.Tech,64000,94000,79000
2022-04-11,2022,4,London,UK,Contract,Both,Purchasing Agent,Inventory Manager,Snagajob,Cheniere Energy,500 or above,Energy,3,9,Senior,BBA,59000,115000,87000
2024-02-10,2024,2,Lisbon,Portugal,Part-Time,Both,Business Analyst,IT Business Analyst,LinkedIn,CSL Limited,500 or above,Pharmaceuticals,2,15,Senior,M.Com,57000,130000,93500
